Deepfake Detection Results
Weights: batchFacesAll
================================================================================

[1/4639] Image: fa9fd3dc-ca18-442d-acc5-3b92ee07b909__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9554
[3786/4639] Image: 5070fb75-226b-4fda-be4f-4efd358ae637__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2495
[3787/4639] Image: b2d3d057-94f4-43ba-b725-cef623896d22__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9599
[3788/4639] Image: 475cdfb5-7cec-42df-a9a8-8e306f4ba9fb__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8005
[3789/4639] Image: cbe4d341-027b-4f3f-a84c-2eddf84d5a1e__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1805
[3790/4639] Image: 5494ce78-e301-41ee-9825-a74d855767dd__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8680
[3791/4639] Image: 55f9d8f7-25ec-4657-b8a3-b19607744703__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1217
[3792/4639] Image: 7cb1b0e1-c20a-4436-9151-216304664a81__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0116
[3793/4639] Image: c8f21a16-b254-4c20-b9dc-10e02a101b28__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4898
[3794/4639] Image: 4d2dcae6-f662-4115-b7fd-e5843713e0cb__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0885
[3795/4639] Image: 43d728cc-91cc-4abd-be28-4202451f16a5__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0123
[3796/4639] Image: dc9ed4df-c7e5-4d6c-b5a0-d8d8472cc7a4__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3582
[3797/4639] Image: ecb3f4d4-e833-4de5-b76a-8bac0347a9b9__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0205
[3798/4639] Image: f25513f2-abba-4ff7-8f59-e0ecd44784c9__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2400
[3799/4639] Image: 567ae0e3-474e-440a-8d1f-98690d2b4f8c__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3560
[3800/4639] Image: 8922b478-2fba-400c-b3a4-24c817c6321f__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0007
[3801/4639] Image: d82f96d8-7aa6-4419-8b6d-b5cda3575dcb__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0034
[3802/4639] Image: e7f98b4b-0b6d-4e76-9629-abc7518bef04__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8236
[3803/4639] Image: 8f36b2b6-c3da-4500-8131-7070c125b89e__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0049
[3804/4639] Image: cde32985-df1c-48b2-b788-508415be0e4d__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1992
[3805/4639] Image: 5b4bd7b0-d22f-49bb-b92a-0f2ae561fb59__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0753
[3806/4639] Image: 7bbd67c4-f342-4084-9124-b0d48fb6e8aa__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0156
[3807/4639] Image: 41bd2a62-b8fd-42bb-b83f-3e3dc5be6868__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6212
[3808/4639] Image: ef01ecef-545e-4d38-b449-8a8830071622__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0180
[3809/4639] Image: 4a886dc0-dd7e-445f-a1d3-6fe6251f8a2e__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2908
[3810/4639] Image: fa407863-44a5-4658-acca-64cf7c7242f4__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6632
[3811/4639] Image: e2b6b0f4-95ad-4cf6-9316-582e647c8d7a__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2047
[3812/4639] Image: 43d728cc-91cc-4abd-be28-4202451f16a5__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9920
[3813/4639] Image: da819a90-0208-46ce-a7a0-6366a9ae050a__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8101
[3814/4639] Image: 2ece6045-f8de-4dbf-9f66-746c924ccfd4__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0168
[3815/4639] Image: 20f00fc6-85da-4141-a804-6ea66b1fe4f5__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1890
[3816/4639] Image: 72367bb5-0a53-43db-8e73-7226d1c843cf__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9919
[3817/4639] Image: 6cf4424d-dfab-44f8-a586-c9dd43d8b70a__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9234
[3818/4639] Image: 8b78a90e-5d10-4455-87fd-0fa987772058__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0002
[3819/4639] Image: 4f7e6702-0ccc-452b-bbeb-6b3487eef7df__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9917
[3820/4639] Image: e138a2b6-daca-481e-84b8-6c8ebc678fbb__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0563
[3821/4639] Image: 0a499f58-96b8-4f00-bbe5-a2acac682dff__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3367
[3822/4639] Image: df543c48-9a26-49bc-b4b3-bd52a865f12a__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9431
[3823/4639] Image: 1dd7e82d-a2fd-43d0-abf7-397c4d25a28c__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9957
[3824/4639] Image: 0932476a-5a92-4116-ba26-505d41ee098c__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6694
[3825/4639] Image: d6db319e-cdec-4b1c-a787-5322f46a9025__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9709
[3826/4639] Image: a6df3107-34e6-42fd-9254-4589ea47c892__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2654
[3827/4639] Image: 2c3a4fe0-2e8f-4746-aef6-3c2ba9415084__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9474
[3828/4639] Image: d3c6ca9e-18c7-437e-8f04-b94eccf35a1c__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0664
[3829/4639] Image: 0d629af3-b235-471f-9177-e531947e069c__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.5009
[3830/4639] Image: 7c5be34d-d316-40c2-b7bd-f863fdeb8e15__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0157
[3831/4639] Image: ecf5f3ce-32ef-48ed-a837-d0860756e6fd__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9547
[3832/4639] Image: 07b98001-5406-43ef-8f32-4e0883a66d4a__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9836
[3833/4639] Image: a7d16867-3508-4c7d-bdcc-edb36c62d026__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7092
[3834/4639] Image: 220af943-804a-4da6-b370-c3ba10bd6869__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6541
[3835/4639] Image: 468dc8cf-4be7-432f-9ecd-4a549fd44830__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9831
[3836/4639] Image: ba8d0682-0017-4b35-b8b2-be4a8be202c3__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2568
[3837/4639] Image: 8b1b8820-e9f1-451d-9f81-ac1aba0c61a9__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9882
[3838/4639] Image: f3052c13-47ca-42b2-a180-12b5b5c5a1c1__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9995
[3839/4639] Image: 8d671143-92c3-4c68-9fec-281f511b1fb0__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0318
[3840/4639] Image: de3a6609-798d-4322-9d8a-42c723d95fb6__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7672
[3841/4639] Image: a5e482bf-7f6f-4db5-8562-f4f4d107b063__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9179
[3842/4639] Image: a410f6d9-2257-464f-a994-8f9a1dcc7885__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9222
[3843/4639] Image: f66c102d-3ac3-4fbe-b642-8b7f30658295__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2962
[3844/4639] Image: 8baf4de9-b885-4635-aa35-9d6cc9dea60e__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9992
[3845/4639] Image: 6c5f3698-dc0e-4bec-8a88-c2d11b11f8a6__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9040
[3846/4639] Image: bb78f1e1-0068-4452-a283-a83f56b92d17__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9743
[3847/4639] Image: d0f7135a-77f7-4580-a050-0ca5e2e7b9b4__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6591
[3848/4639] Image: a699ea82-d1c9-47ac-9ddb-57c1c26fbce3__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8301
[3849/4639] Image: 870bcd5e-1c51-4259-8907-efed0982f831__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9676
[3850/4639] Image: 3d81f565-a866-4f89-9116-badf2cde659d__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1378
[3851/4639] Image: 29ca834f-95e7-476f-9e57-5f4eaae09f99__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0076
[3852/4639] Image: 2aad2ce2-cf87-4043-bf22-3bdde4ec19c6__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9907
[3853/4639] Image: c2959ced-2728-478e-a566-1540b5733889__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9649
[3854/4639] Image: be830882-e356-4713-b67d-f27b12d9c3d7__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2854
[3855/4639] Image: 82fbc055-0ebd-43ce-81fb-b1aa133ffc4b__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9155
[3856/4639] Image: 66c01e95-64f8-4168-85e0-6c0ef1b67674__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8194
[3857/4639] Image: 06d6fe80-0c40-418e-91d8-87912115a3dc__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2355
[3858/4639] Image: 0b34499e-33f6-470e-ab49-b03abe7cbea3__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9562
[3859/4639] Image: e22e347d-3d30-48ca-93f4-62961d7a2f8a__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9876
[3860/4639] Image: 0a08b582-120c-4f14-80f6-4bdc02426220__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1578
[3861/4639] Image: e39e3518-7946-4ba1-8802-5cfdfa89fc83__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9672
[3862/4639] Image: d9fa953d-5e75-476e-9af9-eac8e65dcecd__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0097
[3863/4639] Image: 385e132a-f545-4734-ba50-55dd36c9f283__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0140
[3864/4639] Image: 87c5a021-4b66-4349-ab6e-62c92525f0a8__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9994
[3865/4639] Image: 16ba7833-5a24-4ff8-bce7-1db6fe04198f__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0206
[3866/4639] Image: 1167fbba-af97-48b6-8764-9f80f33fee6b__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9917
[3867/4639] Image: 2baad6b8-d740-4ac8-9eac-1462e016ef67__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9696
[3868/4639] Image: 7897c9c2-515f-4718-9063-045fe4dd0005__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9799
[3869/4639] Image: ebd9074a-aba3-44e6-9751-1282317951c1__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6763
[3870/4639] Image: 2d8abd64-00de-4f23-bd21-8d71c913eaf4__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2973
[3871/4639] Image: e721a5a5-5c63-4a96-bd74-1b314ab106aa__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4208
[3872/4639] Image: 31202498-5901-4772-b6a4-e6e393cb7c88__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8004
[3873/4639] Image: c9b02a2f-9d7a-4503-8a76-fd4d5789be38__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9996
[3874/4639] Image: 0585575d-a071-4fdf-85b0-4cfae64ff6a5__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9707
[3875/4639] Image: 515eace3-4518-4b46-bfc3-c87c4c0e2033__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0715
[3876/4639] Image: 2eacecf5-1d3e-4476-ad4c-bd62f5a80cf4__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9872
[3877/4639] Image: c3bcc497-6965-425b-9aeb-314bf266d909__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1970
[3878/4639] Image: fc857789-39f2-4bc3-aba2-8eda82d8ecac__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0013
[3879/4639] Image: 98d138e4-e013-4ca2-b2ec-9486087a74c2__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3279
[3880/4639] Image: 60f7d218-4d96-4f11-b925-db3ebd893817__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9999
[3881/4639] Image: e324a861-d660-4a43-b78b-9f3418515348__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9860
[3882/4639] Image: 1f180ecd-10ac-4ca4-ac2a-1066c0893a2d__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2069
[3883/4639] Image: 7653a2fc-5c29-44c6-b64a-33dda0fa369e__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9633
[3884/4639] Image: 977438ef-50cb-4b4c-ac29-7e937a170cb6__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9951
[3885/4639] Image: 38e18ade-eadc-4589-85fd-c149abc668fb__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9522
[3886/4639] Image: 7935b53a-f8ad-4f03-9f88-2e395da04d17__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3604
[3887/4639] Image: fc1f15fc-278d-4520-8f9a-a27933fc9dbc__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0463
[3888/4639] Image: 6d932d9a-7682-40af-acef-2f620f841a6a__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9802
[3889/4639] Image: 7d771d4e-2228-4eca-8541-39b277e6804d__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6135
[3890/4639] Image: 7f090b04-1e6b-4b69-92f4-3ec965509f7a__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0185
[3891/4639] Image: c0fbf3ae-c856-4f7c-8a04-61deba679c33__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0369
[3892/4639] Image: bb2b3af1-9f0d-421e-a6b7-cb7a421a9261__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4594
[3893/4639] Image: 3424f9e6-4bf7-45de-8668-7cbf3f1c6460__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4780
[3894/4639] Image: 772b9b65-629a-40f5-bb17-d9d6969436e6__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8999
[3895/4639] Image: ffc5ab57-c463-4e53-b2fd-28fdebf052a0__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0276
[3896/4639] Image: 73e84f2b-48ee-47cd-aa79-219426bb7e20__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9242
[3897/4639] Image: 262439a3-fd30-4cab-a436-4d0a2aa1c7c2__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9320
[3898/4639] Image: 0fef71fe-219b-43f4-90e2-cced54f7d5a5__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0483
[3899/4639] Image: 3489d814-1961-4f09-81c5-4701c9f79d50__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0131
[3900/4639] Image: 5de9f17f-73f5-452e-9ee8-40383db0165f__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1403
[3901/4639] Image: 002e106d-5ee7-40ef-8582-249cbe9bcf70__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0021
[3902/4639] Image: 8e36b6d6-c363-411c-a598-f4d72b144653__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0169
[3903/4639] Image: 008d612a-1dbb-4e78-a3be-dab5bbaef26c__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7837
[3904/4639] Image: 4370347f-fe8d-4a6b-a748-2091bc94057a__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7290
[3905/4639] Image: 41bd2a62-b8fd-42bb-b83f-3e3dc5be6868__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0511
[3906/4639] Image: 0f9cb8eb-29f4-4753-a656-b076a43b259e__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0391
[3907/4639] Image: 58f9cacb-a0ea-42cb-94c9-c52dfb1c16be__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7101
[3908/4639] Image: ad217383-5482-45cd-b906-92a99fd95123__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.5007
[3909/4639] Image: cba70b26-a395-4953-a48a-a10509477ed7__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3646
[3910/4639] Image: 15c39fab-867b-49ae-b5b8-ec4719706fcf__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0350
[3911/4639] Image: 1167fbba-af97-48b6-8764-9f80f33fee6b__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9766
[3912/4639] Image: 74496d33-3903-46f2-b50f-0190038b0592__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9557
[3913/4639] Image: 59317dec-e7f9-470b-a129-8be6434dbfb5__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9698
[3914/4639] Image: 21525cd6-182a-4956-b232-4b84336434ca__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8444
[3915/4639] Image: 82634018-8487-40da-b9e3-b09c3e4cca29__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9962
[3916/4639] Image: 1bd7eb39-6835-498e-b9f5-e2c67d6baa0b__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8156
[3917/4639] Image: 1f7212fc-1f1d-4c48-9fd8-ad94fdc05f10__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2987
[3918/4639] Image: ab54b052-59b6-4289-b206-d708cf28888a__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0815
[3919/4639] Image: e4b83a78-dd9e-428a-9a78-0d548d2ad9ac__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0199
[3920/4639] Image: 6c35cbea-d7ce-402b-b1d2-9c658b6fb94c__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8992
[3921/4639] Image: 29f59359-225b-49f8-a1b7-778f0293d9cf__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7258
[3922/4639] Image: 2839dea5-9215-4956-a57d-21e51892f151__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3657
[3923/4639] Image: f68aeeea-e894-4094-97cc-ed18d97ee67b__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0613
[3924/4639] Image: e9ee5409-9be0-4ea9-b0b3-d20041139a70__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9843
[3925/4639] Image: 2d409865-15c9-483b-8c6e-d534e1008041__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6384
[3926/4639] Image: 2c0ad278-6314-494f-a53e-da034852b399__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8123
[3927/4639] Image: ad7199cf-4c7c-4949-bc98-c6778d6b19e0__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8069
[3928/4639] Image: db8a7448-279b-4ef1-bbf1-be21bc433d99__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9068
[3929/4639] Image: 0f0888bb-4261-489d-b696-de023475ca67__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9549
[3930/4639] Image: a68280cb-7b3c-4e9b-beeb-163370abf4ef__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9125
[3931/4639] Image: ad7f84c3-fc0e-4932-99aa-92bb3f0c3c89__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9859
[3932/4639] Image: 0f9cb8eb-29f4-4753-a656-b076a43b259e__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0746
[3933/4639] Image: 43195d3c-0f0a-4127-942a-678b9936ef6f__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7931
[3934/4639] Image: 5a60e3e4-eb14-4d62-a89f-8b25f3420c8d__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9984
[3935/4639] Image: 870ead82-68ae-4384-b804-766d92122fb2__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0448
[3936/4639] Image: 9a8b7af3-0eff-4d50-9bd0-c3371759cf22__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4934
[3937/4639] Image: 54ad5cb4-3ba4-499d-92f6-e5359ff1e41d__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8709
[3938/4639] Image: 86dba8a1-1555-4645-b62f-775acbcd15da__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4107
[3939/4639] Image: 02caadaf-5391-47f1-9648-0296f938520e__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4577
[3940/4639] Image: 29972812-48be-4d5f-b4a3-cad177df1509__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9995
[3941/4639] Image: 1f180ecd-10ac-4ca4-ac2a-1066c0893a2d__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1271
[3942/4639] Image: 7c62e55b-c315-4650-91c9-6d8e58bb4db0__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0974
[3943/4639] Image: 2145f303-a7ce-44cb-a1a6-8019b573e3bf__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8082
[3944/4639] Image: 47450472-f6c6-4b92-80bc-c373695e5557__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1719
[3945/4639] Image: 626e6333-8e21-48f1-b86e-3eb43d018603__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0617
[3946/4639] Image: 99171084-56a7-4621-b977-15b73c69d44a__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9993
[3947/4639] Image: ecf5f3ce-32ef-48ed-a837-d0860756e6fd__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3907
[3948/4639] Image: 3cbe66ec-64ed-4a5c-85ce-9eda7369e060__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1881
[3949/4639] Image: f094533e-1c4d-44cc-bd62-771477e7b409__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7679
[3950/4639] Image: 252c805c-bb82-4e4b-b8d9-fc843f48be2f__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9997
[3951/4639] Image: c8cc5c30-d97e-4223-9d6d-13d9b6906bde__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0293
[3952/4639] Image: 52de9363-22fa-4239-a18f-fb0c6c2a7a7f__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0005
[3953/4639] Image: dff9af87-ca82-4c84-a16e-8963bfe30ace__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0675
[3954/4639] Image: 3808fe2e-2750-4e40-bd53-6c940ce01029__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9570
